,Session ID,Author,Department,Abstract,Keywords
29,3,Diana Burk,Neuroscience,"As we move throughout the world, our brains continuously acquire sensory information and make predictions when visual information is limited. For example, an animal hopping in a foggy park could be perceived as a rabbit or a frog, even when the animal’s shape is obscured. How does the hopping movement lead to potential animal identity? More generally, objects often have stereotypical movements, but it remains unknown how movement is used in object recognition. Previous research has shown that the brain associates features (e.g. color, shape, size) to create a unified percept of an object. Here we ask how motion might affect shape-sensitive responses in inferior temporal cortex during a task that requires selection of shapes based on motion information. Monkeys were trained to match moving shapes with variable perceptual noise.  A pattern classifier was used to decode motion pattern identity from a population of IT neurons recorded while monkeys did the task.  Preliminary data suggests that some neurons in inferior temporal cortex indeed have access to motion information that could support moving object recognition.","['brain associates features eg color shape size', 'motion might affect shapesensitive responses', 'brains continuously acquire sensory information', 'could support moving object recognition', 'object recognition previous research']"
30,3,Minju Jung,CLPS,"Abstract reasoning is one of the measures of intelligence for humans as well as for machines. Raven’s Matrices is one such task humans have used to estimate their visual reasoning. Recently, there are studies to bring the power of deep learning into Raven’s Matrices and achieve near-human-level performance on the trained rules. However, when these models are exposed to similar test rules, their performance is far from that of humans; the reason being their inability in finding relational structure. We would like to propose a model which can generalize to unknown rules in order to be truly machine-intelligent. For this we choose a meta-learning framework which will enable it to infer new tasks(rules). To accomplish this, we convert the progressive matrices into a meta-learning framework. In this, the inner loop optimizes the process of inferring the correct rules for the matrix, and an outer loop which optimizes the inference procedure of the inner loop. This enables the inference procedure to get better over time, thereby enabling it to learn new rules.","['time thereby enabling', 'infer new tasksrules', 'finding relational structure', 'trained rules however', 'similar test rules']"
31,3,Laura Mercurio,Pediatric Emergency Medicine & Brown Center for Biomedical Informatics/Brown University ,"Sepsis is a leading cause of serious illness and death among U.S. children. It is the leading cause of inpatient pediatric mortality, representing 7-9% of all pediatric deaths. Pediatric sepsis presents on a spectrum, and overlaps routine illness; there is limited knowledge regarding risk factors for otherwise healthy children developing this condition. Our aim was to examine “patient state” characteristics – those features that do not vary based on healthcare team – and their association with sepsis among children 0-18 years of age presenting to a children’s hospital emergency department with fever or infectious complaint. We hypothesized that broad consideration of structured data elements would yield novel risk factors for pediatric sepsis. We incorporated structured data elements from the electronic health record (EHR) into several candidate models, identified the most sensitive model, and examined those features enabling the model to successfully identify septic patients. Our top-performing model was a random forest classifier; its top features reinforced the well-established clinical association between tachycardia, hypotension, and sepsis. Up-to-date immunization status also appeared among the top ten contributing features, reaffirming the importance of childhood vaccination in preventing sepsis. Our study highlights the importance of recognizing tachycardia, hypotension, and incomplete immunization status when assessing risk for pediatric sepsis. ","['structured data elements would yield novel risk factors', 'examine “ patient state ” characteristics –', 'sepsis uptodate immunization status also appeared among', 'limited knowledge regarding risk factors', 'incorporated structured data elements']"
32,3,Remi Cadene,Brown,"Machine learning models tend to over-rely on statistical shortcuts. These spurious correlations between parts of the input and the output labels do not hold in real-world settings. We target this issue on the recent open-ended visual counting task which is well suited to study statistical shortcuts. We aim to develop models that learn a proper mechanism of counting regardless of the output label. First, we propose the Modifying Count Distribution (MCD) protocol, which penalizes models that over-rely on statistical shortcuts. It is based on pairs of training and testing sets that do not follow the same count label distribution such as the odd-even sets. Intuitively, models that have learned a proper mechanism of counting on odd numbers should perform well on even numbers. Secondly, we introduce the Spatial Counting Network (SCN), which is dedicated to visual analysis and counting based on natural language questions. Our model selects relevant image regions, scores them with fusion and self-attention mechanisms, and provides a final counting score. We apply our protocol on the recent dataset, TallyQA, and show superior performances compared to state-of-the-art models. We also demonstrate the ability of our model to select the correct instances to count in the image. Code and datasets are available: https://github.com/cdancette/spatial-counting-network","['model selects relevant image regions scores', 'recent openended visual counting task', 'modifying count distribution mcd protocol', 'show superior performances compared', 'spatial counting network scn']"
33,3,William Zhang,Applied Math,"Title: Investigating collective behavior in active matter using topological data analysis
In this talk I will introduce topological data analysis (TDA), a powerful tool for characterizing the ‘shape’ of data. I will demonstrate how TDA is used to extract a topological barcode which corresponds to the presence of connected components, loops, voids and high dimensional ‘holes’ in point cloud data. The barcode provides a unique insight into the spatial organization of data, which is often missing from typical analyses based on machine learning and statistics. Consequently, TDA has found many applications in engineering and science ranging from genetics to astronomy. My lab is interested in developing novel applications of TDA to investigate active matter, such as collective behavior observed during cell sorting, tumorigenesis and cancer metastasis. I will outline a methodology based on TDA that can be used to identify phase transitions and distinct patterns of collective behavior in simulations of self-propelled interacting particles, inspired from experimental observations in developmental and cancer biology.
","['active matter using topological data analysis', 'high dimensional ‘ holes ’', 'introduce topological data analysis tda', 'selfpropelled interacting particles inspired', 'connected components loops voids']"
34,3,Gabriel Monteiro da Silva,MCB,"Despite our best efforts, traditional drug design and screening methods have historically trailed the accelerated mutation rates of pathogens, highlighting the dire need for accurate and fast predictive simulations of molecular evolution. In this study, we combine homology modeling and molecular docking as predictive tools supported by experimental data to systematically probe the effects of dozens of point mutations in the antibiotic hydrolyzing enzyme TEM beta-lactamase. We propose a mechanism for a previously-unreported resistance-conferring mutation. Our results could prove useful for guiding the rational design of next generation beta-lactamic antibiotics, and hopefully bring us closer to finally taking the lead against the looming threat of multi-resistant bacteria.","['antibiotic hydrolyzing enzyme tem betalactamase', 'best efforts traditional drug design', 'results could prove useful', 'next generation betalactamic antibiotics', 'hopefully bring us closer']"
35,4,Xiamin Leng,"Cognitive, Linguistic and Psychological Sciences, Carney Institute for Brain Science","When deciding how to allocate cognitive control to a given task, people must consider both positive outcomes (e.g., praise) and negative outcomes (e.g., admonishment). However, it is unclear how these two forms of incentives differentially influence the amount and type of cognitive control a person chooses to allocate. To address this question, we had participants perform a self-paced incentivized cognitive control task, varying the magnitude of reward for a correct response and punishment for an incorrect response. Formalizing control allocation as a process of adjusting parameters of a drift diffusion model (DDM), we show that participants engaged in different strategies in response to variability in reward (adjusting drift rate) versus punishment (adjusting response threshold). We demonstrate that this divergent set of strategies is optimal for maximizing reward rate while minimizing effort costs. Finally, we show that these dissociable patterns of behavior enable us to estimate the motivational salience of positive versus negative incentives for a given individual.","['reward adjusting drift rate versus punishment adjusting response threshold', 'selfpaced incentivized cognitive control task varying', 'given task people must consider', 'negative outcomes eg admonishment however', 'incorrect response formalizing control allocation']"
36,4,Tiantian Li,Neuroscience,Two competing theories have been proposed in literature about the exact functions of fluctuations in arousal and their relationship with changes in the brain’s information processing state. One theory suggests that the arousal system has a normative relationship with learning and the adjustment of learning rate. An alternative theory suggests that the arousal system has an important role in down-regulation of biases that influence perception and decision making. Here we develop a paradigm that can distinguish between these alternate theories by measuring pupil diameter and EEG markers of arousal during in a novel learning and perception task. We will discuss the experimental setup and present some preliminary results from computational modeling and EEG and eye-tracking data collection.,"['information processing state one theory suggests', 'alternative theory suggests', 'measuring pupil diameter', 'eyetracking data collection', 'two competing theories']"
37,4,Nihal Nayak,Department of Computer Science/Brown University,"Zero-shot learning relies on semantic class representations such as attributes or pretrained embeddings to predict classes without any labeled examples. We propose to learn class representations from common sense knowledge graphs. Common sense knowledge graphs are an untapped source of explicit high-level knowledge that requires little human effort to apply to a range of tasks. To capture the knowledge in the graph, we introduce ZSL-KG, a framework based on graph neural networks with non-linear aggregators to generate class representations. Whereas most prior work on graph neural networks uses linear functions to aggregate information from neighboring nodes, we find that non-linear aggregators such as LSTMs or transformers lead to significant improvements on zero-shot tasks. On two natural language tasks across three datasets, ZSL-KG shows an average improvement of 9.2 points of accuracy versus state-of-the-art methods. In addition, on an object classification task, ZSL-KG shows a 2.2 accuracy point improvement versus the best methods that do not require hand-engineered class representations. Finally, we find that ZSL-KG outperforms the best performing graph neural networks with linear aggregators by an average of 3.8 points of accuracy across these four datasets.","['two natural language tasks across three datasets zslkg shows', 'common sense knowledge graphs common sense knowledge graphs', 'graph neural networks uses linear functions', 'object classification task zslkg shows', 'require handengineered class representations finally']"
38,4,Michelle Akerman,School of Engineering,"Clinical trials of Deep Brain Stimulation (DBS) for depression have shown promise. DBS consists of the surgical placement of electrodes to electrically stimulate deep areas in the brain like the ventral capsule/ventral striatum (VC/VS) at high frequencies in order to alleviate symptoms. However, there exists a lack of understanding in brain circuits involved in depression, and how DBS affects these circuits.

The objective of this project is to characterize neural activity during varying stimulation parameters for DBS, specifically in brain regions involved in reward processing in depression. In a patient with Treatment-Resistant Depression (N=1), resting state intracranial recordings were conducted in the orbitofrontal cortex while performing high frequency (130 Hz) and low frequency (50 Hz) stimulation in the VC/VS. Here, we report the differences in spectral power, specifically theta (4-7 Hz), beta (13-30 Hz) and gamma (30-140) frequency bands in the orbitofrontal cortex, between high frequency and low frequency stimulation conditions. We hope that over the course of the investigation, the results of this analysis will help better understand reward circuitry in the brain of individuals with Treatment-Resistant Depression (TRD). ","['treatmentresistant depression n resting state intracranial recordings', 'spectral power specifically theta hz beta hz', 'help better understand reward circuitry', 'low frequency hz stimulation', 'electrically stimulate deep areas']"
39,4,Chen Ming,Neuroscience,"Big brown bats transmit wideband FM biosonar sounds that sweep from 55 to 25 kHz (1st harmonic, FM1) and from 110 to 50 kHz (2nd harmonic, FM2). In dense, extended biosonar scenes, bats have to emit sounds rapidly to avoid collisions with near objects. But, if a new broadcast is emitted when echoes of the previous broadcast still are arriving, echoes from both broadcasts intermingle, creating ambiguity about which echo corresponds to which broadcast. One known solution is bats create consecutive echolocating calls with small frequency shifts (around 5 kHz) in the tail-end of FM1, so echoes from different broadcasts are grouped by carrying the same tail-end frequency as their corresponding pulses. But, computationally, how are echoes with a higher tail-end frequency as previous calls rejected in the auditory system while bats are analyzing echoes from the current call? We show that echoes need only the lowest FM1 broadcast frequencies of 25-30 kHz for delay perception. If these frequencies are removed, no delay is perceived. The bat-inspired Spectrogram Correlation and Transformation (SCAT) model also begins at the lowest frequencies; echoes that lack them are eliminated from processing of delay and no longer cause ambiguity.","['big brown bats transmit wideband fm biosonar sounds', 'dense extended biosonar scenes bats', 'transformation scat model also begins', 'bats create consecutive echolocating calls', 'small frequency shifts around khz']"
40,4,Avinash Vaidya,"Cognitive, Linguistic and Psychological Sciences","Many complex tasks we perform, though different in their details, share a common abstract structure. Learning this structure is thought to underlie our ability to rapidly generalize our knowledge to unique problems we have never encountered before. However, evidence of such abstract task representations in the brain during generalization is limited. In a functional magnetic resonance imaging (fMRI) experiment, we tested for pattern activity in the human brain consistent with an abstract task representation needed for generalization. Human participants learnt the value of three different image categories in nine different observable contexts. Critically, these contexts could be clustered around three ‘latent states’ based on the similarity of their category-value associations. Participants were then trained on the value of three new image categories in one context from each latent state. Finally, in the scanner, participants had to transfer information about the value of these new categories to the two held-out contexts based on their shared latent states without any new feedback. We found that pattern activity within the rostrolateral prefrontal cortex, inferior parietal lobule and precuneus was consistent with the representation of latent states bridging contexts during this generalization phase. These results provide a new understanding of the neural systems supporting the execution of complex tasks with limited training.","['clustered around three ‘ latent states ’ based', 'rostrolateral prefrontal cortex inferior parietal lobule', 'functional magnetic resonance imaging fmri experiment', 'nine different observable contexts critically', 'shared latent states without']"
41,4,Sahar Shahamatdar,Center for Computational Molecular Biology,"Lung cancer is the primary cause of cancer death in the US, accounting for 22.4% of deaths, with adenocarcinoma as the most common subtype. Treatment for patients with lung adenocarcinoma is informed by histopathological analysis and molecular testing. Rich phenotypic information is embedded in histology, including the effect of genomic alterations on morphology. Here, we developed an attention-based deep learning model to infer the presence of KRAS mutations from histopathology slides. We trained and tested our model on 155 slides from patients with lung adenocarcinoma. Thirty one of these slides were further processed using laser capture microdissection (LCM). We first developed an encoder model to transform each slide into a lower dimensional feature space as whole slide images are too large to be directly inputted into neural networks. Using the transformed slides, we trained a convolutional neural network with the inclusion of the global-and-local attention (GALA) module. We trained the model with an additional loss that evaluates the difference between attention maps derived by GALA and our LCM dataset. The test accuracy was 80%. Broadly, these results allow for rapid characterization of KRAS mutations in lung adenocarcinoma and identification of morphological features that can aid physicians with therapeutic decisions.","['processed using laser capture microdissection lcm', 'molecular testing rich phenotypic information', 'lower dimensional feature space', 'attentionbased deep learning model', 'globalandlocal attention gala module']"
42,4,Isa Milefchik,Brown Computer Science,"I am working towards an improved algorithm to generate realistic foreground objects within existing background images using a generative adversarial network (GAN). Previous work on this task has been accomplished in Professor James Tompkin's lab, and I seek to improve upon this work by enabling better control by the user over the generated foreground object's appearance.

The generation of foreground objects is divided into two separate steps: mask and texture generation. The goal of mask generation is to produce a realistic shape or silhouette of a given object class (e.g., giraffe, zebra, car, etc.). Texture generation is then conditioned on the object shape and aims to produce a realistic texture of the object class within it.

A current avenue of investigation in my research is the conditioning of mask generation on user-defined object landmarks in three-dimensional space. These landmarks can then be projected down onto the image plane and factored into mask generation. This would give the user direct control over the shape and pose of the generated foreground object.","['given object class eg giraffe zebra car etc texture generation', 'generate realistic foreground objects within existing background images using', 'generative adversarial network gan previous work', 'generated foreground objects appearance', 'object class within']"
43,5,Stephanie Vartany,Brown Neuromotion Lab,"Major Depressive Disorder is a highly prevalent psychiatric illness, affecting more than 3 million patients per year in the United States. Up to one third of these cases do not respond to standard psychotherapeutic or pharmacological treatments and are classified as Treatment Resistant Depression (TRD). In addition to mood state impairment, deficits in cognitive control have been observed in TRD. Deep Brain Stimulation (DBS) has shown promise for treatment of TRD and improvement of cognitive deficits. However, the underlying neural mechanisms are unknown both for observed cognitive impairment in TRD and symptom improvement caused by DBS. This study focuses on characterizing neural activity in the theta band (4-7 Hz), which is hypothesized to be involved in cognitive control, and understanding how this activity is affected by DBS in TRD. Intracranial recordings were performed in a patient with TRD (n = 1) during a parametric cognitive control task before and after DBS. In the task, the patient was presented with a field of randomly moving colored dots and was instructed to ignore distractors to report the most prevalent color. Here, we present preliminary results showing differences in various methods of wavelet decomposition and modulation of theta power in pre- and post-stimulation conditions.","['present preliminary results showing differences', 'highly prevalent psychiatric illness affecting', 'trd deep brain stimulation dbs', 'randomly moving colored dots', 'million patients per year']"
44,5,Josh Roy,Computer Science,"We introduce Wasserstein Adversarial Proximal Policy Optimization (WAPPO), a novel algorithm for visual transfer in Reinforcement Learning that explicitly learns to align the distributions of extracted features between a source and target task. WAPPO approximates and minimizes the Wasserstein-1 distance between the distributions of features from source and target domains via a novel Wasserstein Confusion objective. WAPPO outperforms the prior state-of-the-art in visual transfer and successfully transfers policies across Visual Cartpole and two instantiations of 16 OpenAI Procgen environments.","['introduce wasserstein adversarial proximal policy optimization wappo', 'successfully transfers policies across visual cartpole', 'novel wasserstein confusion objective wappo outperforms', 'target task wappo approximates', 'target domains via']"
45,5,Rebecca Burwell,CLPS,"The Role of the Pulvinar in Higher Cognitive Functions  The pulvinar, called the lateral posterior nucleus of the thalamus in rodents, is one of the higher-order thalamic relays and the main visual extrageniculate thalamic nucleus in primates and rodents. The pulvinar provides the primary thalamic input to the posterior parietal cortex (PPC). Both the pulvinar and the PPC are known to be important for visuospatial attention (VSA). Previously, we showed that neuronal activity in the PPC correlates with onset of the visual stimuli, decision-making, task-relevant locations, and behavioral outcomes. We hypothesized that the pulvinar supports these functions. Accordingly, we recorded neuronal activity in the pulvinar in rats during performance on a VSA task designed to engage goal-directed, top-down attention and stimulus-driven, bottom-up attention. Rats monitored three locations for the brief appearance of a target stimulus and approached the correct target location for a liquid reward. We analyzed behavioral epochs demarcated by stimulus onset, selection behavior, and reward approach. Neurons in the pulvinar signaled stimulus onset and selection behavior consistent with the interpretation that the pulvinar is engaged in both bottom-up and top-down visuospatial attention. Our results also showed that pulvinar cells responded to allocentric and egocentric task-relevant locations.","['stimulusdriven bottomup attention rats monitored three locations', 'visual stimuli decisionmaking taskrelevant locations', 'main visual extrageniculate thalamic nucleus', 'engage goaldirected topdown attention', 'visuospatial attention vsa previously']"
46,5,Matt Ricci,DSI,"Synchronization in complex, nonlinear systems is mysterious and beautiful. To aid in the exploration of this phenomenon, we introduce ""Kura-Net"", a machine learning system for optimizing graph structures conducive to global synchrony in a network of Kuramoto oscillators. The system uses a parametrized function to model a distribution on connectivity matrices conditioned on a pattern of intrinsic oscillator frequencies. The parameters of this function are adjusted by gradient descent so that the distribution is gradually shaped to encourage emergent synchrony. We demonstrate how Kura-Net learns connectivity structures different than those previously implicated in the literature and analyze these structures by various graph theoretic means. We briefly note some applications, notably to systems and computational neuroscience, where we draw an analogy between the patterns of connectivity learned by our system and those found in cortical networks.","['kuranet learns connectivity structures different', 'various graph theoretic means', 'optimizing graph structures conducive', 'connectivity matrices conditioned', 'intrinsic oscillator frequencies']"
47,5,Elaheh Raisi,Computer Science,"In this research, we propose a learning algorithm for training deep neural networks when there is not sufficient labeled data. To improve the generalization capabilities of the deep model, we adopt a learning scheme to train two related tasks simultaneously. One is the original task (target), and the other is an auxiliary task (source). In order to create a related auxiliary task, we leverage an available knowledge graph to query for semantically related concepts that are grounded in labeled images; hence we call our method KGAuxLearn. We jointly train the target and source tasks in a multi-task architecture. We evaluate our method on two fine-grained visual categorization benchmarks: Oxford Flowers 102 and CUB-200-2011. Our experiments demonstrate that the error rate reduced by at least 2.1% over fine- tuning for both datasets. We also improve the error rate by 1.36% and 2.93% over using randomly selected concepts as an auxiliary task for Oxford Flowers 102 and CUB-200- 2011, respectively.","['two finegrained visual categorization benchmarks oxford flowers', 'train two related tasks simultaneously one', 'using randomly selected concepts', 'training deep neural networks', 'semantically related concepts']"
48,5,Mohit Vaishnav,CLPS,"Feedforward neural networks are now achieving superhuman accuracy in various image categorization tasks including face recognition, object recognition, and scene parsing. However, these same architectures struggle to learn basic visual relations such as judging whether two or more items in a visual scene are the same or different. Here,  we use the “Synthetic Visual Reasoning Test”  (SVRT) challenge to identify the minimal set of neural computations necessary to solve all 23 visual reasoning problems. Our results lead to a refinement of the visual reasoning taxonomy found by (Kim*, Ricci* & Serre, 2018). In particular, we identify clusters of tasks that require spatial attention, some that require feature-based attention, and some that require both.","['various image categorization tasks including face recognition object recognition', '“ synthetic visual reasoning test ” svrt challenge', 'visual reasoning taxonomy found', 'learn basic visual relations', 'visual reasoning problems']"
49,5,Rachel Rac-Lubashevsky,CLPS,"Computational models of fronto-striatal circuitry propose that working memory (WM) is controlled through a selective gating mechanism which is modifiable by reinforcement learning. This gating mechanism is hypothesized to operate at multiple levels. The input gating mechanism controls whether and how new information is updated in WM. The output gating mechanism controls which information within WM is selected to guide behavior. Finally, the motor gating controls the selection of actions. In the present study, the reference–back task was adapted to learn about the mechanisms that underlie selective input and output gating in humans. EEG recordings were used to examine how the control functions involved in gating are mapped to different neural signatures. Behavior and EEG results suggest that input, output, and response gating mostly operate in parallel. Using a univariate decoding analysis of the EEG data with the hierarchical drift-diffusion model (HDDM) of decision making, we showed that trial by trial increase in neural activity related to response gate switching predicted increase in the decision threshold (the threshold for evidence accumulation) of response selection only when no cognitive conflict was present. These findings demonstrate that information selection in WM can override the effect of motor gating.","['response gate switching predicted increase', 'input gating mechanism controls whether', 'reference – back task', 'hierarchical driftdiffusion model hddm', 'different neural signatures behavior']"
50,5,Fang-Chi Yang,"Department of Cognitive, Linguistic, and Psychological Sciences","The posterior parietal cortex (PPC) in rodents and primates is important for visuospatial attention. The human PPC shows functional differentiation such that dorsal areas are implicated in top-down, controlled attention, and ventral areas are implicated in bottom-up, stimulus driven attention. Whether the rat PPC also shows functional differentiation is unknown. In the present study, we provided evidence from in vivo electrophysiology to address this open question. We simultaneously recorded neuronal activity in dorsal and ventral PPC as rats performed a visuospatial attention task that engaged in both bottom-up and top-down attention. Our previous study provided evidence dorsal PPC is involved in multiple cognitive processes of the translation of perception to action (Yang, Jacobson, & Burwell, 2017). In this study, we showed that ventral PPC cells responded to stimulus onset more rapidly than dorsal PPC cells suggesting engagement in stimulus-driven bottom-up attention. The slower time course of neuronal response latency in the dorsal PPC might reflect top-down controlled attention to guide the appropriate behavior selection. These data suggest that the rat PPC, like the primate PPC, is functionally differentiated such that the dorsal PPC is more important for controlled attention and ventral PPC is more important for stimulus driven attention. ","['dorsal ppc might reflect topdown controlled attention', 'rat ppc also shows functional differentiation', 'human ppc shows functional differentiation', 'previous study provided evidence dorsal ppc', 'dorsal ppc cells suggesting engagement']"
51,6,Brenda Rubenstein,Chemistry,"(Warning: Highly Underbaked, but Likely Correct!) Over the past few years, the Brown Molecular Informatics team has been developing new ways of storing information in and computing with small molecules. While our team has clearly demonstrated how to store information in thousands of small molecules by using the presence or absence of molecules in mixtures to encode bits (see Arcadia et al., Nature Communications (2020) and Kennedy et al., PLoS One (2020)), it is less clear to us - as well as the much larger community - how to compute using molecules. One way to perform chemical computation is to use chemical reaction networks (CRNs), which consist of molecules interconnected with each other by chemical reactions with different rate constants. In principle, a sufficiently large reaction network with a variety of rate constants should be Turing complete, but no one has yet mapped out which reaction networks correspond to which computations and how to build more complex computations modularly. 
Here, I will describe an idea to learn these mappings via machine learning. Given a function one would like the network to compute that can be used as a cost function, the rate constants and structures of the networks can be learned. It should be noted that these reaction networks can be translated into sets of coupled ordinary differential equations. I would therefore love to obtain advice from data scientists and mathematicians who may have tried to perform similar mappings in other contexts before. Ultimately, this learning will be used to identify real organic reactions that can be used to perform valuable computations. ","['encode bits see arcadia et al nature communications', 'kennedy et al plos one', 'mappings via machine learning given', 'use chemical reaction networks crns', 'compute using molecules one way']"
52,6,Ehsan Barati,Chemistry,"Quantum state transfer (QST) of a qubit over Hubbard chains is investigated. The quantum state is initially prepared in an ordinary node and it is transferred to the corresponding antipode in the chains, by employing stratification and spectral distribution techniques in graph theory. An analytical expression for fidelity of QST, different for even and odd numbers of atomic sites in the chain N, is presented for an arbitrary length of the chains (N). It is revealed that the fidelity decreases monotonically with increasing N making a perfect state transfer of qubits over Hubbard chains of the length N = 2, 3 but optimal transfer for N > 3. The presented explicit expression for fidelity provides the necessary conditions for QST of entangled quantum states over Hubbard chains in terms of the system parameters, namely the exchange interaction and the time evolution of the transfer. ","['quantum state transfer qst', 'system parameters namely', 'spectral distribution techniques', 'entangled quantum states', 'perfect state transfer']"
53,6,Haley Keglovits,CLPS,"The human brain is capable of incredible flexibility, but what gives it this power is still unknown. One possible mechanism is the way neuron populations organize the information they carry. Specifically, the dimensionality of the neural representational of task information is hypothesized to play a crucial role in enabling this flexibility. While some strides have been made to measure dimensionality in monkeys using single cell recording, alternative methods will be necessary to non-invasively do so in humans. In this project, I seek to quantify how dimensionality estimates from fMRI BOLD data made with a published method (Ahlheim & Love 2018) are affected by the amount of data available for estimation. I use one large set of human fMRI data to investigate how estimated dimensionality changes depending on the amount of data included. The analyses show that both specific brain regions and the dimensionality estimate itself (high or low) affect how stable the estimates are, but that these relationships may be regular. How this analysis will be expanded to other subjects and simulated data will be discussed.","['monkeys using single cell recording alternative methods', 'still unknown one possible mechanism', 'use one large set', 'way neuron populations organize', 'published method ahlheim love']"
54,6,Fumeng Yang,Computer Science at Brown,"One core problem for data visualization is to understand how humans perceive visualizations. Recent advances in investigating visual comparison tasks (e.g., selecting the bigger mean between two bar charts, selecting the higher correlation between two scatterplots)  show evidence that humans are using visual proxies for such tasks. However, the current modeling techniques (e.g., logistic regression, mixed-effects models, as well as Bayesian approaches to these) for these human judgments are still preliminary and imprecise. The recent advances from the fields of machine learning and computer vision show the potentials for a neural network to extract visual relation and perform graphical perception. As such, we propose to use deep neural networks to model, describe, and predict human judgments for visual comparison tasks. The proposed work has three components: first, we wish to use neural networks for visual comparison tasks to understand if a neural network can perform visual comparison; second, we wish to train neural networks to describe and predict human judgments in visual comparison tasks; third, we wish to understand the internal representations of the trained neural works to understand human perception.","['current modeling techniques eg logistic regression mixedeffects models', 'investigating visual comparison tasks eg selecting', 'humans perceive visualizations recent advances', 'two bar charts selecting', 'visual comparison tasks third']"
55,6,Apoorva Bhandarii,CLPS,"The prefrontal cortex (PFC) is necessary for flexible control of behavior. While PFC neural activity encodes a variety of task-relevant variables, the format or geometry of this code and its relationship to flexibility remain obscure. An important property of a representational geometry is dimensionality, which balances a critical trade-off between separability and generalizability. High-dimensional representations of task variables may support flexible control by providing an expressive basis set for implementing arbitrary tasks. Lower-dimensional representations may afford robustness against noise and generalize to similar tasks. In highly trained macaques, lateral PFC representations of task variables approach maximum possible dimensionality, and predict success on the task. It is unclear whether this finding will generalize to humans, who are able to perform a diverse array of novel tasks with far less training. Probing representational geometry in human PFC has been hampered by the relatively low reliability of fMRI BOLD activity patterns. To circumvent this obstacle, we develop an alternate fMRI adaptation approach which leverages neuron-level repetition suppression effects to estimate dimensionality. We show that our approach can recover ground-truth dimensionality from simulated fMRI data. Finally, using empirical data, we employ both fMRI adaptation and pattern-analysis methods to triangulate the dimensionality of PFC representations. ","['implementing arbitrary tasks lowerdimensional representations may afford robustness', 'simulated fmri data finally using empirical data', 'highly trained macaques lateral pfc representations', 'far less training probing representational geometry', 'task variables may support flexible control']"
56,6,Mathieu Chalvidal,Artificial and Natural Intelligence Toulouse Institute/Carney Institute for Brain Science,"The intriguing connections recently established between neural networks and dynamical systems have invited deep learning researchers to tap into the well-explored principles of differential calculus. Notably, the adjoint sensitivity method used in neural ordinary differential equations (Neural ODEs) has cast the training of neural networks as a control problem in which neural modules operate as continuous-time homeomorphic transformations of features. Typically, these methods optimize a single set of parameters governing the dynamical system for the whole data set, forcing the network to learn complex transformations that are functionally limited and computationally heavy. Instead, we propose learning a data-conditioned distribution of \emph{optimal controls} over the network dynamics, emulating a form of input-dependent fast neural plasticity. We describe a general method for training such models as well as convergence proofs assuming mild hypotheses about the ODEs and show empirically that this method leads to simpler dynamics and reduces the computational cost of Neural ODEs. We evaluate this approach for unsupervised image representation learning; our new ``functional'' auto-encoding model with ODEs,  AutoencODE, achieves state-of-the-art image reconstruction quality on CIFAR-10, and exhibits substantial improvements in unsupervised classification over existing auto-encoding models.","['odes autoencode achieves stateoftheart image reconstruction quality', 'neural ordinary differential equations neural odes', 'convergence proofs assuming mild hypotheses', 'intriguing connections recently established', 'unsupervised image representation learning']"
57,6,Seth Akers-Campbell,Neuroscience,"Several times per second, humans and other primates make rapid eye movements (saccades) that redirect their gaze towards objects of interest. Psychophysical evidence suggests that saccades not only move the eyes, but their associated motor signals significantly modulate image processing and subsequently visual perception. However, the neural basis of this perceptual modulation is poorly understood. To investigate this link, we used multi-electrode arrays to record from a population of visual neurons in macaques while they performed a psychophysical task. Stimuli were presented in the neurons’ receptive fields immediately at the start of fixation, as in natural vision, after either a saccade or a simulated saccade (without the associated motor signal). At fixation onset, we find that macaque sensitivity to low spatial frequency stimuli is reduced, consistent with human data, and sensitivity to higher spatial frequencies is simultaneously enhanced. Importantly, the changes in neural activity correlate with the changes in perceptual sensitivity. Furthermore, we leveraged our parallel recordings during decision making to measure correlated variability within the observed population, enabling us to estimate the perceptual contributions of individual neurons. We find that suppression or enhancement of neural activity due to saccades is strongest in neurons which best predict the animal’s perceptual decisions.","['associated motor signals significantly modulate image processing', 'primates make rapid eye movements saccades', 'several times per second humans', 'neurons ’ receptive fields immediately', 'measure correlated variability within']"
58,6,Meredith Miles,Brown EEB,"	Communication is a fundamental behavior; animals use it to choose a mate, exchange information, navigate their environment, and more. In social vertebrates like birds and mammals, communication traits are fast-evolving and can even reroute how fundamental ecological and morphological traits evolve. Here I show communication changes over millions of years in the context of competition and mate choice. These studies use novel techniques to explore when and why courtship displays change their complexity by gaining or losing component behaviors. More importantly, gaining insight into the broad processes that shape animal communication (including human communication) may prove critical to advancing interdisciplinary work on humanity’s greatest challenges for the 21st century (e.g. dismantling systemic racism, combatting misinformation).  After discussing work presented in hundreds of bird species, I showcase the ways that behavior can evolve rapidly to reshape an animal’s evolutionary context. Along the way I highlight how our collective understanding of evolution continues to change— and how the scholarly community might use this understanding to create change from within the Ivory Tower, and beyond it.","['shape animal communication including human communication may prove critical', 'st century eg dismantling systemic racism combatting misinformation', 'studies use novel techniques', 'social vertebrates like birds', 'scholarly community might use']"
